playerID,awardID,yearID,lgID,tie,notes
cobbty01,Baseball Magazine All-Star,1911,ML,,CF
cobbty01,Most Valuable Player,1911,AL,,
collied01,Baseball Magazine All-Star,1911,AL,,2B
collied01,Baseball Magazine All-Star,1911,ML,,2B
coombja01,Baseball Magazine All-Star,1911,AL,,P5
crawfsa01,Baseball Magazine All-Star,1911,AL,,LF
daubeja01,Baseball Magazine All-Star,1911,NL,,1B
donlimi01,Baseball Magazine All-Star,1911,NL,,CF
dooinre01,Baseball Magazine All-Star,1911,ML,,C2
dooinre01,Baseball Magazine All-Star,1911,NL,,C2
doylela01,Baseball Magazine All-Star,1911,NL,,2B
greggve01,Baseball Magazine All-Star,1911,AL,,P3
greggve01,Baseball Magazine All-Star,1911,ML,,P4
jacksjo01,Baseball Magazine All-Star,1911,AL,,RF
jacksjo01,Baseball Magazine All-Star,1911,ML,,RF
johnswa01,Baseball Magazine All-Star,1911,AL,,P1
johnswa01,Baseball Magazine All-Star,1911,ML,,P2
loberha01,Baseball Magazine All-Star,1911,NL,,3B
marquru01,Baseball Magazine All-Star,1911,NL,,P2
mathech01,Baseball Magazine All-Star,1911,ML,,P2
mathech01,Baseball Magazine All-Star,1911,NL,,P1
meyerch01,Baseball Magazine All-Star,1911,NL,,C3
meyerch01,Baseball Magazine All-Star,1911,ML,,C3
ruckena01,Baseball Magazine All-Star,1911,ML,,P5
ruckena01,Baseball Magazine All-Star,1911,NL,,P4
schulfr01,Baseball Magazine All-Star,1911,NL,,RF
schulfr01,Most Valuable Player,1911,NL,,
stanaos01,Baseball Magazine All-Star,1911,AL,,C3
thomair01,Baseball Magazine All-Star,1911,ML,,C4
thomair01,Baseball Magazine All-Star,1911,AL,,C1
wagneho01,Baseball Magazine All-Star,1911,ML,,SS
wagneho01,Baseball Magazine All-Star,1911,NL,,SS
walshed01,Baseball Magazine All-Star,1911,ML,,P6
walshed01,Baseball Magazine All-Star,1911,AL,,P2
ainsmed01,Baseball Magazine All-Star,1912,AL,,C2
archeji01,Baseball Magazine All-Star,1912,NL,,C1
archeji01,Baseball Magazine All-Star,1912,ML,,C1
cobbty01,Baseball Magazine All-Star,1912,AL,,OF
cobbty01,Baseball Magazine All-Star,1912,ML,,OF
collied01,Baseball Magazine All-Star,1912,AL,,2B
daubeja01,Baseball Magazine All-Star,1912,ML,,1B
daubeja01,Baseball Magazine All-Star,1912,NL,,1B
doylela01,Most Valuable Player,1912,NL,,
eversjo01,Baseball Magazine All-Star,1912,ML,,2B
eversjo01,Baseball Magazine All-Star,1912,NL,,2B
gardnla01,Baseball Magazine All-Star,1912,AL,,3B
jacksjo01,Baseball Magazine All-Star,1912,AL,,OF
jacksjo01,Baseball Magazine All-Star,1912,ML,,OF
johnswa01,Baseball Magazine All-Star,1912,AL,,P1
johnswa01,Baseball Magazine All-Star,1912,ML,,P1
mageesh01,Baseball Magazine All-Star,1912,NL,,OF
mathech01,Baseball Magazine All-Star,1912,NL,,P2
mcinnst01,Baseball Magazine All-Star,1912,AL,,1B
meyerch01,Baseball Magazine All-Star,1912,ML,,C2
meyerch01,Baseball Magazine All-Star,1912,NL,,C2
paskedo01,Baseball Magazine All-Star,1912,NL,,OF
planked01,Baseball Magazine All-Star,1912,AL,,P3
ruckena01,Baseball Magazine All-Star,1912,ML,,P2
ruckena01,Baseball Magazine All-Star,1912,NL,,P3
speaktr01,Baseball Magazine All-Star,1912,ML,,OF
speaktr01,Baseball Magazine All-Star,1912,AL,,OF
speaktr01,Most Valuable Player,1912,AL,,
stanaos01,Baseball Magazine All-Star,1912,AL,,C1
tesreje01,Baseball Magazine All-Star,1912,NL,,P1
wagnehe01,Baseball Magazine All-Star,1912,AL,,SS
wagneho01,Baseball Magazine All-Star,1912,NL,,SS
wagneho01,Baseball Magazine All-Star,1912,ML,,SS
wilsoch01,Baseball Magazine All-Star,1912,NL,,OF
woodjo02,Baseball Magazine All-Star,1912,ML,,P1
woodjo02,Baseball Magazine All-Star,1912,AL,,P2
zimmehe01,Baseball Magazine All-Star,1912,ML,,3B
zimmehe01,Baseball Magazine All-Star,1912,NL,,3B
alexape01,Baseball Magazine All-Star,1913,NL,,P2
archeji01,Baseball Magazine All-Star,1913,ML,,C
archeji01,Baseball Magazine All-Star,1913,NL,,C
bakerfr01,Baseball Magazine All-Star,1913,AL,,3B
bakerfr01,Baseball Magazine All-Star,1913,ML,,3B
barryja01,Baseball Magazine All-Star,1913,AL,,SS
cobbty01,Baseball Magazine All-Star,1913,ML,,OF
cobbty01,Baseball Magazine All-Star,1913,AL,,OF
collied01,Baseball Magazine All-Star,1913,AL,,2B
collied01,Baseball Magazine All-Star,1913,ML,,2B
cravaga01,Baseball Magazine All-Star,1913,NL,,OF
daubeja01,Baseball Magazine All-Star,1913,ML,,1B
daubeja01,Baseball Magazine All-Star,1913,NL,,1B
daubeja01,Most Valuable Player,1913,NL,,
falkecy01,Baseball Magazine All-Star,1913,AL,,P2
jacksjo01,Baseball Magazine All-Star,1913,AL,,OF
jacksjo01,Baseball Magazine All-Star,1913,ML,,OF
johnswa01,Baseball Magazine All-Star,1913,AL,,P1
johnswa01,Baseball Magazine All-Star,1913,ML,,P1
johnswa01,Most Valuable Player,1913,AL,,
johnswa01,Pitching Triple Crown,1913,AL,,
leachto01,Baseball Magazine All-Star,1913,NL,,OF
mathech01,Baseball Magazine All-Star,1913,ML,,P2
mathech01,Baseball Magazine All-Star,1913,NL,,P1
mcinnst01,Baseball Magazine All-Star,1913,AL,,1B
schanwa01,Baseball Magazine All-Star,1913,AL,,C
speaktr01,Baseball Magazine All-Star,1913,AL,,OF
speaktr01,Baseball Magazine All-Star,1913,ML,,OF
vioxji01,Baseball Magazine All-Star,1913,NL,,2B
wagneho01,Baseball Magazine All-Star,1913,ML,,SS
wagneho01,Baseball Magazine All-Star,1913,NL,,SS
wheatza01,Baseball Magazine All-Star,1913,NL,,OF
zimmehe01,Baseball Magazine All-Star,1913,NL,,3B
alexape01,Baseball Magazine All-Star,1914,ML,,P1
alexape01,Baseball Magazine All-Star,1914,NL,,P1
archeji01,Baseball Magazine All-Star,1914,ML,,C1
archeji01,Baseball Magazine All-Star,1914,NL,,C1
bakerfr01,Baseball Magazine All-Star,1914,AL,,3B
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
barryja01,Baseball Magazine All-Star,1914,AL,,SS
burnsge01,Baseball Magazine All-Star,1914,NL,,OF
cobbty01,Baseball Magazine All-Star,1914,AL,,OF
cobbty01,Baseball Magazine All-Star,1914,ML,,OF
collied01,Baseball Magazine All-Star,1914,AL,,2B
collied01,Baseball Magazine All-Star,1914,ML,,2B
collied01,Most Valuable Player,1914,AL,,
daubeja01,Baseball Magazine All-Star,1914,NL,,1B
daubeja01,Baseball Magazine All-Star,1914,ML,,1B
eversjo01,Baseball Magazine All-Star,1914,NL,,2B
eversjo01,Most Valuable Player,1914,NL,,
jacksjo01,Baseball Magazine All-Star,1914,ML,,OF
jacksjo01,Baseball Magazine All-Star,1914,AL,,OF
jamesbi02,Baseball Magazine All-Star,1914,NL,,P3
johnswa01,Baseball Magazine All-Star,1914,ML,,P3
johnswa01,Baseball Magazine All-Star,1914,AL,,P1
leonadu01,Baseball Magazine All-Star,1914,AL,,P2
loberha01,Baseball Magazine All-Star,1914,NL,,3B
mageesh01,Baseball Magazine All-Star,1914,NL,,OF
maranra01,Baseball Magazine All-Star,1914,NL,,SS
maranra01,Baseball Magazine All-Star,1914,ML,,SS
mathech01,Baseball Magazine All-Star,1914,NL,,P2
mathech01,Baseball Magazine All-Star,1914,ML,,P2
mcinnst01,Baseball Magazine All-Star,1914,AL,,1B
planked01,Baseball Magazine All-Star,1914,AL,,P3
schalra01,Baseball Magazine All-Star,1914,AL,,C2
schanwa01,Baseball Magazine All-Star,1914,ML,,C2
schanwa01,Baseball Magazine All-Star,1914,AL,,C1
speaktr01,Baseball Magazine All-Star,1914,ML,,OF
speaktr01,Baseball Magazine All-Star,1914,AL,,OF
wheatza01,Baseball Magazine All-Star,1914,NL,,OF
wingoiv01,Baseball Magazine All-Star,1914,NL,,C2
alexape01,Baseball Magazine All-Star,1915,NL,,P1
alexape01,Baseball Magazine All-Star,1915,ML,,P1
alexape01,Pitching Triple Crown,1915,NL,,
bancrda01,Baseball Magazine All-Star,1915,NL,,SS
bancrda01,Baseball Magazine All-Star,1915,ML,,SS
bushdo01,Baseball Magazine All-Star,1915,AL,,SS
cobbty01,Baseball Magazine All-Star,1915,AL,,LF
cobbty01,Baseball Magazine All-Star,1915,ML,,LF
collied01,Baseball Magazine All-Star,1915,AL,,2B
collied01,Baseball Magazine All-Star,1915,ML,,2B
cravaga01,Baseball Magazine All-Star,1915,NL,,RF
crawfsa01,Baseball Magazine All-Star,1915,AL,,RF
crawfsa01,Baseball Magazine All-Star,1915,ML,,RF
doylela01,Baseball Magazine All-Star,1915,NL,,2B
grohhe01,Baseball Magazine All-Star,1915,NL,,3B
grohhe01,Baseball Magazine All-Star,1915,ML,,3B
johnswa01,Baseball Magazine All-Star,1915,ML,,P2
johnswa01,Baseball Magazine All-Star,1915,AL,,P1
maisefr01,Baseball Magazine All-Star,1915,AL,,3B
mamaual01,Baseball Magazine All-Star,1915,NL,,P2
mcinnst01,Baseball Magazine All-Star,1915,AL,,1B
mcinnst01,Baseball Magazine All-Star,1915,ML,,1B
saiervi01,Baseball Magazine All-Star,1915,NL,,1B
schalra01,Baseball Magazine All-Star,1915,AL,,C
scottji01,Baseball Magazine All-Star,1915,AL,,P2
snydefr01,Baseball Magazine All-Star,1915,ML,,C
snydefr01,Baseball Magazine All-Star,1915,NL,,C
speaktr01,Baseball Magazine All-Star,1915,AL,,CF
speaktr01,Baseball Magazine All-Star,1915,ML,,CF
wheatza01,Baseball Magazine All-Star,1915,NL,,LF
willicy01,Baseball Magazine All-Star,1915,NL,,CF
alexape01,Baseball Magazine All-Star,1916,ML,,P1
alexape01,Baseball Magazine All-Star,1916,NL,,P1
alexape01,Pitching Triple Crown,1916,NL,,
bushdo01,Baseball Magazine All-Star,1916,AL,,SS
cobbty01,Baseball Magazine All-Star,1916,ML,,OF
cobbty01,Baseball Magazine All-Star,1916,AL,,OF
collied01,Baseball Magazine All-Star,1916,AL,,2B
collied01,Baseball Magazine All-Star,1916,ML,,2B
daubeja01,Baseball Magazine All-Star,1916,NL,,1B
daubeja01,Baseball Magazine All-Star,1916,ML,,1B
gardnla01,Baseball Magazine All-Star,1916,ML,,3B
gardnla01,Baseball Magazine All-Star,1916,AL,,3B
gowdyha01,Baseball Magazine All-Star,1916,NL,,C
herzobu01,Baseball Magazine All-Star,1916,NL,,2B
hornsro01,Baseball Magazine All-Star,1916,NL,,3B
jacksjo01,Baseball Magazine All-Star,1916,AL,,OF
jacksjo01,Baseball Magazine All-Star,1916,ML,,OF
johnswa01,Baseball Magazine All-Star,1916,AL,,P1
johnswa01,Baseball Magazine All-Star,1916,ML,,P2
mamaual01,Baseball Magazine All-Star,1916,NL,,P2
maranra01,Baseball Magazine All-Star,1916,ML,,SS
maranra01,Baseball Magazine All-Star,1916,NL,,SS
roberda01,Baseball Magazine All-Star,1916,NL,,OF
ruthba01,Baseball Magazine All-Star,1916,AL,,P2
schalra01,Baseball Magazine All-Star,1916,AL,,C
schalra01,Baseball Magazine All-Star,1916,ML,,C
sislege01,Baseball Magazine All-Star,1916,AL,,1B
speaktr01,Baseball Magazine All-Star,1916,ML,,OF
speaktr01,Baseball Magazine All-Star,1916,AL,,OF
wheatza01,Baseball Magazine All-Star,1916,NL,,OF
willicy01,Baseball Magazine All-Star,1916,NL,,OF
alexape01,Baseball Magazine All-Star,1917,NL,,P1
alexape01,Baseball Magazine All-Star,1917,ML,,P1
burnsge01,Baseball Magazine All-Star,1917,NL,,OF
careyma01,Baseball Magazine All-Star,1917,NL,,OF
chapmra01,Baseball Magazine All-Star,1917,AL,,SS
chapmra01,Baseball Magazine All-Star,1917,ML,,SS
chaseha01,Baseball Magazine All-Star,1917,NL,,1B
cicoted01,Baseball Magazine All-Star,1917,AL,,P2
cobbty01,Baseball Magazine All-Star,1917,AL,,OF
cobbty01,Baseball Magazine All-Star,1917,ML,,OF
collied01,Baseball Magazine All-Star,1917,AL,,2B
collied01,Baseball Magazine All-Star,1917,ML,,2B
coopewi01,Baseball Magazine All-Star,1917,NL,,P2
felscha01,Baseball Magazine All-Star,1917,AL,,OF
herzobu01,Baseball Magazine All-Star,1917,NL,,2B
johnswa01,Baseball Magazine All-Star,1917,AL,,P1
johnswa01,Baseball Magazine All-Star,1917,ML,,P2
killebi01,Baseball Magazine All-Star,1917,ML,,C
killebi01,Baseball Magazine All-Star,1917,NL,,C
maranra01,Baseball Magazine All-Star,1917,NL,,SS
roushed01,Baseball Magazine All-Star,1917,NL,,OF
roushed01,Baseball Magazine All-Star,1917,ML,,OF
schalra01,Baseball Magazine All-Star,1917,AL,,C
sislege01,Baseball Magazine All-Star,1917,AL,,1B
sislege01,Baseball Magazine All-Star,1917,ML,,1B
speaktr01,Baseball Magazine All-Star,1917,AL,,OF
speaktr01,Baseball Magazine All-Star,1917,ML,,OF
weavebu01,Baseball Magazine All-Star,1917,AL,,3B
zimmehe01,Baseball Magazine All-Star,1917,ML,,3B
zimmehe01,Baseball Magazine All-Star,1917,NL,,3B
bakerfr01,Baseball Magazine All-Star,1918,AL,,3B
burnsge01,Baseball Magazine All-Star,1918,NL,,OF
chapmra01,Baseball Magazine All-Star,1918,AL,,SS
cobbty01,Baseball Magazine All-Star,1918,AL,,OF
cobbty01,Baseball Magazine All-Star,1918,ML,,OF
collied01,Baseball Magazine All-Star,1918,AL,,2B
collied01,Baseball Magazine All-Star,1918,ML,,2B
cutshge01,Baseball Magazine All-Star,1918,NL,,2B
daubeja01,Baseball Magazine All-Star,1918,NL,,1B
grimebu01,Baseball Magazine All-Star,1918,NL,,P2
grohhe01,Baseball Magazine All-Star,1918,ML,,3B
grohhe01,Baseball Magazine All-Star,1918,NL,,3B
holloch01,Baseball Magazine All-Star,1918,ML,,SS
holloch01,Baseball Magazine All-Star,1918,NL,,SS
hoopeha01,Baseball Magazine All-Star,1918,AL,,OF
johnswa01,Baseball Magazine All-Star,1918,ML,,P2
johnswa01,Baseball Magazine All-Star,1918,AL,,P2
johnswa01,Pitching Triple Crown,1918,AL,,
killebi01,Baseball Magazine All-Star,1918,NL,,C
killebi01,Baseball Magazine All-Star,1918,ML,,C
oneilst01,Baseball Magazine All-Star,1918,AL,,C
roushed01,Baseball Magazine All-Star,1918,NL,,OF
roushed01,Baseball Magazine All-Star,1918,ML,,OF
ruthba01,Baseball Magazine All-Star,1918,ML,,P1
ruthba01,Baseball Magazine All-Star,1918,AL,,P1
sislege01,Baseball Magazine All-Star,1918,ML,,1B
sislege01,Baseball Magazine All-Star,1918,AL,,1B
speaktr01,Baseball Magazine All-Star,1918,ML,,OF
speaktr01,Baseball Magazine All-Star,1918,AL,,OF
vaughhi01,Baseball Magazine All-Star,1918,ML,,P3
vaughhi01,Baseball Magazine All-Star,1918,NL,,P1
vaughhi01,Pitching Triple Crown,1918,NL,,
wheatza01,Baseball Magazine All-Star,1918,NL,,OF
barneje01,Baseball Magazine All-Star,1919,NL,,P2
burnsge01,Baseball Magazine All-Star,1919,NL,,OF
cicoted01,Baseball Magazine All-Star,1919,AL,,P2
cobbty01,Baseball Magazine All-Star,1919,AL,,OF
cobbty01,Baseball Magazine All-Star,1919,ML,,OF
collied01,Baseball Magazine All-Star,1919,AL,,2B
collied01,Baseball Magazine All-Star,1919,ML,,2B
daubeja01,Baseball Magazine All-Star,1919,NL,,1B
grohhe01,Baseball Magazine All-Star,1919,NL,,3B
grohhe01,Baseball Magazine All-Star,1919,ML,,3B
hornsro01,Baseball Magazine All-Star,1919,NL,,SS
jacksjo01,Baseball Magazine All-Star,1919,AL,,OF
johnswa01,Baseball Magazine All-Star,1919,AL,,P1
johnswa01,Baseball Magazine All-Star,1919,ML,,P1
myershy01,Baseball Magazine All-Star,1919,NL,,OF
oneilst01,Baseball Magazine All-Star,1919,AL,,C
oneilst01,Baseball Magazine All-Star,1919,ML,,C
peckiro01,Baseball Magazine All-Star,1919,AL,,SS
peckiro01,Baseball Magazine All-Star,1919,ML,,SS
roushed01,Baseball Magazine All-Star,1919,ML,,OF
roushed01,Baseball Magazine All-Star,1919,NL,,OF
ruthba01,Baseball Magazine All-Star,1919,ML,,OF
ruthba01,Baseball Magazine All-Star,1919,AL,,OF
sislege01,Baseball Magazine All-Star,1919,AL,,1B
sislege01,Baseball Magazine All-Star,1919,ML,,1B
stockmi01,Baseball Magazine All-Star,1919,NL,,2B
vaughhi01,Baseball Magazine All-Star,1919,ML,,P2
vaughhi01,Baseball Magazine All-Star,1919,NL,,P1
weavebu01,Baseball Magazine All-Star,1919,AL,,3B
wingoiv01,Baseball Magazine All-Star,1919,NL,,C
alexape01,Baseball Magazine All-Star,1920,ML,,P1
alexape01,Baseball Magazine All-Star,1920,NL,,P1
alexape01,Pitching Triple Crown,1920,NL,,
bagbyji01,Baseball Magazine All-Star,1920,ML,,P2
bagbyji01,Baseball Magazine All-Star,1920,AL,,P1
collied01,Baseball Magazine All-Star,1920,AL,,2B
collied01,Baseball Magazine All-Star,1920,ML,,2B
coopewi01,Baseball Magazine All-Star,1920,NL,,P3
covelst01,Baseball Magazine All-Star,1920,AL,,P2
daubeja01,Baseball Magazine All-Star,1920,NL,,1B
gardnla01,Baseball Magazine All-Star,1920,AL,,3B
grimebu01,Baseball Magazine All-Star,1920,NL,,P2
grimebu01,Baseball Magazine All-Star,1920,ML,,P3
grohhe01,Baseball Magazine All-Star,1920,ML,,3B
grohhe01,Baseball Magazine All-Star,1920,NL,,3B
hornsro01,Baseball Magazine All-Star,1920,NL,,2B
maranra01,Baseball Magazine All-Star,1920,NL,,SS
maranra01,Baseball Magazine All-Star,1920,ML,,SS
oneilst01,Baseball Magazine All-Star,1920,AL,,C
oneilst01,Baseball Magazine All-Star,1920,ML,,C
ricesa01,Baseball Magazine All-Star,1920,AL,,OF
roushed01,Baseball Magazine All-Star,1920,ML,,OF
roushed01,Baseball Magazine All-Star,1920,NL,,OF
ruthba01,Baseball Magazine All-Star,1920,AL,,OF
ruthba01,Baseball Magazine All-Star,1920,ML,,OF
schmiwa01,Baseball Magazine All-Star,1920,NL,,C
scottev01,Baseball Magazine All-Star,1920,AL,,SS
shockur01,Baseball Magazine All-Star,1920,AL,,P3
sislege01,Baseball Magazine All-Star,1920,AL,,1B
sislege01,Baseball Magazine All-Star,1920,ML,,1B
speaktr01,Baseball Magazine All-Star,1920,ML,,OF
speaktr01,Baseball Magazine All-Star,1920,AL,,OF
wheatza01,Baseball Magazine All-Star,1920,NL,,OF
youngro01,Baseball Magazine All-Star,1920,NL,,OF
bancrda01,Baseball Magazine All-Star,1921,NL,,SS
bancrda01,Baseball Magazine All-Star,1921,ML,,SS
bigbeca01,Baseball Magazine All-Star,1921,NL,,OF
